Station,Network,Name,Latitude,Longitude,Elevation,Depth,Datum,Start Date,End Date
924C,SM,Wellington Wm Clayton Bldg C,-41.273287354,174.77796419,20,,WGS84,1983-11-22T00:00:00Z,2000-11-23T00:00:00Z
924D,SM,Wellington Wm Clayton Bldg D,-41.273287354,174.77796419,20,,WGS84,1982-07-28T00:00:00Z,2000-11-23T00:00:00Z
924E,SM,Wellington Wm Clayton Bldg E,-41.273287354,174.77796419,20,,WGS84,1982-09-02T00:00:00Z,2000-11-23T00:00:00Z
924G,SM,Wellington Wm Clayton Bldg G,-41.272797342,174.777464186,20,,WGS84,2000-07-07T00:00:00Z,2014-07-16T00:00:00Z
924H,SM,Wellington Wm Clayton Bldg H,-41.272797342,174.777464186,20,,WGS84,2000-07-07T00:00:00Z,2014-07-16T00:00:00Z
924I,SM,Wellington Wm Clayton Bldg I,-41.272797342,174.777464186,20,,WGS84,2000-07-07T00:00:00Z,2014-07-16T00:00:00Z
924J,SM,Wellington Wm Clayton Bldg J,-41.272797342,174.777464186,20,,WGS84,2000-07-07T00:00:00Z,2014-07-16T00:00:00Z
924K,SM,Wellington Wm Clayton Bldg K,-41.272797342,174.777464186,20,,WGS84,2000-07-07T00:00:00Z,2014-07-16T00:00:00Z
924T,SM,Wellington Wm Clayton Bldg T,-41.273287354,174.77796419,20,,WGS84,1982-03-02T00:00:00Z,1982-08-19T00:00:00Z
925A,SM,Nelson City Council Depot,-41.26578352,173.277345251,20,,WGS84,1994-07-26T00:00:00Z,1995-10-24T00:00:00Z
925B,SM,Nelson NELMAC,-41.26578352,173.277345251,20,,WGS84,1995-10-24T00:00:00Z,2002-10-08T00:00:00Z
926A,SM,Napier Telecom,-39.488253165,176.916897836,20,,WGS84,1994-12-06T00:00:00Z,2001-06-14T00:00:00Z
928A,SM,Havelock North St. Lukes School,-39.671056893,176.880196732,20,,WGS84,1994-12-07T00:00:00Z,1996-12-03T00:00:00Z
928B,SM,Havelock North St. Lukes School,-39.671056893,176.880196732,20,,WGS84,1997-03-24T00:00:00Z,2002-04-26T00:00:00Z
929A,SM,Edgecumbe Bay Milk Factory,-37.976523144,176.833302057,7,,WGS84,1995-01-23T00:00:00Z,2003-12-04T00:00:00Z
930A,SM,Edgecumbe Substation Electricorp,-37.988523361,176.829401969,9,,WGS84,1987-03-03T00:00:00Z,1995-01-23T00:00:00Z
931A,SM,Kawerau Substation Electricorp,-38.077024799,176.721900361,40,,WGS84,1987-03-03T00:00:00Z,1992-03-23T00:00:00Z
931B,SM,Kawerau Police Station,-38.085724923,176.703000102,40,,WGS84,1992-03-23T00:00:00Z,1993-07-25T00:00:00Z
931C,SM,Kawerau Fire Station,-38.082924886,176.710200199,20,,WGS84,1993-07-25T00:00:00Z,2001-06-15T00:00:00Z
932A,SM,Whakatane Council Engineers Office,-37.964923281,177.000204121,80,,WGS84,1987-03-04T00:00:00Z,1988-02-02T00:00:00Z
933A,SM,Tauranga Telephone Exchange,-37.69881651,176.158294852,20,,WGS84,1987-03-09T00:00:00Z,2002-09-02T00:00:00Z
933B,SM,Tauranga Telephone Exchange,-37.698716508,176.158194851,20,,WGS84,1995-01-23T00:00:00Z,2002-09-02T00:00:00Z
934A,SM,Lower Hutt Shell Oil,-41.243586978,174.90796596,20,,WGS84,1987-08-11T00:00:00Z,1990-08-17T00:00:00Z
934B,SM,Lower Hutt Shell Oil,-41.243586978,174.90796596,20,,WGS84,1991-01-28T00:00:00Z,2001-09-29T00:00:00Z
934C,SM,Lower Hutt Shell Oil,-41.243586978,174.90796596,20,,WGS84,1990-08-17T00:00:00Z,1991-01-28T00:00:00Z
935A,SM,Lower Hutt Chiropractic Services,-41.210786219,174.904666053,20,,WGS84,1987-08-12T00:00:00Z,1995-10-12T00:00:00Z
935B,SM,Lower Hutt Geological Survey,-41.210786219,174.904666053,20,,WGS84,1989-04-10T00:00:00Z,1993-04-06T00:00:00Z
935C,SM,Lower Hutt Chiropractic Services,-41.210786219,174.904666053,20,,WGS84,1993-08-09T00:00:00Z,1995-10-12T00:00:00Z
936A,SM,Lower Hutt Unilever,-41.230186636,174.893265828,4,,WGS84,1987-08-13T00:00:00Z,2001-09-14T00:00:00Z
937A,SM,Wellington Potters Association,-41.272217322,174.774644152,40,,WGS84,1987-08-11T00:00:00Z,1999-05-11T00:00:00Z
938A,SM,Ward Service Station,-41.829598779,174.131853615,40,,WGS84,1987-10-12T00:00:00Z,2001-08-28T00:00:00Z
940A,SM,Queenstown Telephone Exchange,-45.031665899,168.663066078,320,,WGS84,1988-10-31T00:00:00Z,2004-03-22T00:00:00Z
941A,SM,Wellington Taranaki St. Police Station,-41.292087788,174.778964125,20,,WGS84,1990-05-04T00:00:00Z,1990-11-05T00:00:00Z
942A,SM,Ashburton District Council,-43.902544402,171.747312946,100,,WGS84,1994-02-18T00:00:00Z,2004-03-24T00:00:00Z
943A,SM,Timaru Telephone Exchange,-44.397256185,171.252003825,20,,WGS84,1994-02-25T00:00:00Z,2004-03-24T00:00:00Z
944A,SM,Mossburn Motors,-45.66918245,168.240356504,300,,WGS84,1994-02-21T00:00:00Z,1995-06-17T00:00:00Z
945A,SM,Matamata Sports Centre,-37.812417759,175.775789834,60,,WGS84,1995-01-24T00:00:00Z,1996-05-21T00:00:00Z
946A,SM,Mossburn School,-45.66728239,168.238156487,300,,WGS84,1995-06-17T00:00:00Z,1996-02-17T00:00:00Z
946B,SM,Mossburn School,-45.667182386,168.238056486,300,,WGS84,1996-02-17T00:00:00Z,2002-06-15T00:00:00Z
948A,SM,Matamata Fire Station,-37.808217666,175.769089768,60,,WGS84,1996-05-21T00:00:00Z,2002-09-02T00:00:00Z
954A,SM,Victoria University,-41.290048717,174.768518001,100,,WGS84,2002-12-11T00:00:00Z,2011-10-10T03:00:00Z
A11,XX,Alfredton Array,-40.684576537,175.859680208,153,,WGS84,1993-02-01T01:22:00Z,1993-02-21T08:48:00Z
ABAZ,AK,Army Bay,-36.600224003,174.832332909,74,,WGS84,2008-10-13T00:00:00Z,9999-01-01T00:00:00Z
ABM,XX,Abandoned Mine,-41.989496672,171.825123527,240,,WGS84,1991-02-01T01:27:00Z,1991-02-03T19:55:00Z
ABUA,XX,Abut Head,-43.1467,170.4625,97,,WGS84,1995-11-14T00:00:00Z,1996-04-09T00:00:00Z
AC1A,XX,Acheron #1,-42.077902323,173.177540327,1143,,WGS84,2001-09-12T00:00:00Z,2002-01-22T22:00:00Z
AC2A,XX,Acheron #2,-42.079302358,173.17834033,1068,,WGS84,2001-09-13T00:00:00Z,2002-01-22T22:00:00Z
AC3A,XX,Acheron #3,-42.087602527,173.166340139,972,,WGS84,2001-07-31T00:00:00Z,2002-01-22T23:00:00Z
AC4A,XX,Acheron #4,-42.087702529,173.166240137,972,,WGS84,2001-07-31T00:00:00Z,2002-01-23T00:00:00Z
AC5A,XX,Acheron #5,-42.090902633,173.176740257,981,,WGS84,2001-08-01T00:00:00Z,2001-11-27T23:00:00Z
ACK,XX,Amber Court,-45.42307385,167.7203512,215,,WGS84,1989-06-02T14:12:00Z,1989-06-10T11:57:00Z
ADCS,SM,Ashburton District Council,-43.9024444,171.74756295,111,,WGS84,2002-06-26T00:00:00Z,2024-08-20T02:55:00Z
AFI,IU,Afiamalu,-13.907444467,-171.77692151,706,,WGS84,1958-04-15T00:00:00Z,9999-01-01T00:00:00Z
AGA,XX,Angora Road Quarry,-40.451572759,176.479888893,120,,WGS84,1990-02-20T00:00:00Z,1992-04-08T00:00:00Z
AHAA,XX,Ahaura,-42.567510784,171.866421234,211,,WGS84,1995-11-12T00:00:00Z,1996-04-22T00:00:00Z
AHAM,GM,Arrival Heights Geomagnetic Observatory,-77.82887883,166.67094973,132.0308,,WGS84,2022-03-19T00:00:00Z,9999-01-01T00:00:00Z
AICS,SM,Aickens,-42.768185088,171.624357133,268,,WGS84,2003-08-18T00:00:00Z,2008-02-17T00:00:00Z
AIRO,XX,Airedale,-45.00131,170.91063,262,,WGS84,2014-09-18T00:00:00Z,2015-04-15T02:00:00Z
AKCZ,SI,Akaroa Harbour,-43.8721,172.90983,374.2,,WGS84,2012-03-01T00:00:00Z,9999-01-01T00:00:00Z
AKFZ,RA,Atkinson Farm,-36.605669,174.522439,94,,WGS84,2023-03-21T02:06:00Z,9999-01-01T00:00:00Z
AKLS,SM,Auckland University,-36.85365,174.76983,70,,WGS84,2023-06-23T01:07:00Z,9999-01-01T00:00:00Z
AKSS,SM,Akaroa School,-43.81091,172.96349,13,,WGS84,2011-08-25T00:00:00Z,9999-01-01T00:00:00Z
AKUS,SM,Auckland University School of Engineering,-36.853158207,174.770451257,50,,WGS84,2002-06-19T00:00:00Z,2017-02-16T01:00:00Z
ALLC,XX,Allen Road,-38.416928536,175.473483976,575,,WGS84,2001-02-13T16:17:00Z,2001-07-07T18:55:00Z
ALM,XX,Alma RATS,-42.240505618,172.934836475,1067,,WGS84,1990-02-16T01:41:00Z,1990-02-17T21:36:00Z
ALRZ,RT,Allen Road,-38.562043299,176.343014052,405,,WGS84,2007-11-07T00:00:00Z,9999-01-01T00:00:00Z
ALS1R,EN,Auckland Scenic Drive Waiatarua,-36.93285,174.576436,370.17,,WGS84,2023-02-24T01:09:00Z,2024-02-25T13:50:01Z
ALS2R,EN,Auckland Rayner Road Piha,-36.95976268,174.47184355,117.451,,WGS84,2023-02-23T03:59:00Z,2024-03-13T20:50:01Z
AMBC,SC,Amberley HDC,-43.154677722,172.730879511,41,,WGS84,2004-11-27T00:00:00Z,9999-01-01T00:00:00Z
AMCZ,SI,Amberley,-43.17654,172.65146,179,,WGS84,2012-06-26T00:00:00Z,9999-01-01T00:00:00Z
AMF,XX,Ambury Farm,-36.948199839,174.760180787,10,,WGS84,2008-03-11T00:00:00Z,2008-03-14T00:00:00Z
AMW,WL,Mount Adams,-41.307790409,175.760976528,400,,WGS84,1991-03-22T00:00:00Z,2000-10-10T00:00:00Z
AN01,XX,"Cape Bird, Antarctica",-77.2431,166.3725,61.44,,WGS84,1999-10-30T00:00:00Z,2000-01-22T00:00:00Z
AN02,XX,"Cape Roberts, Antarctica",-77.0352,163.1808,10,,WGS84,1999-11-02T00:00:00Z,2000-01-22T00:00:00Z
AN03,XX,"Sperm Bluff, Antarctica",-77.115,161.5317,540,,WGS84,1999-11-03T00:00:00Z,2000-01-22T00:00:00Z
AN04,XX,"Marble Point, Antarctica",-77.4371,163.8019,44,,WGS84,1999-11-03T00:00:00Z,2000-01-22T00:00:00Z
AN05,XX,"Butter Point, Antarctica",-77.6986,163.9118,10,,WGS84,1999-11-03T00:00:00Z,2000-01-22T00:00:00Z
AN06,XX,"Lower Wright Valley, Antarctica",-77.4536,162.6519,390,,WGS84,1999-11-08T00:00:00Z,2000-01-22T00:00:00Z
AN07,XX,"Labyrinth, Antarctica",-77.5296,160.9227,830,,WGS84,1999-11-08T00:00:00Z,2000-01-23T00:00:00Z
AN08,XX,"Mount Fleming, Antarctica",-77.5494,160.2731,1700,,WGS84,1999-11-09T00:00:00Z,2000-01-23T00:00:00Z
AN09,XX,"Table Mountain, Antarctica",-77.9553,162.1301,1455,,WGS84,1999-12-07T00:00:00Z,2000-01-21T00:00:00Z
AN10,XX,"Lake Chad, Antarctica",-77.8497,166.7669,50,,WGS84,1999-12-07T00:00:00Z,2000-01-21T00:00:00Z
ANWZ,WL,Angora Road,-40.459742927,176.475058802,132,,WGS84,2008-08-07T00:00:00Z,9999-01-01T00:00:00Z
AP1W,XX,Arthur's Pass 1-Wilberforce,-42.98133,171.57809,1147,,WGS84,2015-01-07T00:00:00Z,2015-02-12T00:00:00Z
AP2W,XX,Arthur's Pass 2-Wilberforce,-42.98127,171.57831,1141,,WGS84,2015-01-07T00:00:00Z,2015-02-12T00:00:00Z
AP3W,XX,Arthur's Pass 3-Wilberforce,-42.98116,171.57817,1146,,WGS84,2015-01-08T00:00:00Z,2015-02-12T00:00:00Z
API,NZ,Apia,-13.80534542,-171.774621307,2,,WGS84,1902-01-01T00:00:00Z,1989-04-30T00:00:00Z
APIM,GM,Apia Geomagnetic Observatory,-13.80720,-171.77500,2,,WGS84,2011-07-25T00:00:00Z,9999-01-01T00:00:00Z
APPS,SM,Arthurs Pass Police Station,-42.948949444,171.567735496,743,,WGS84,2001-11-12T00:00:00Z,9999-01-01T00:00:00Z
APS,XX,Arthurs Pass SMA,-42.942519268,171.562115456,760,,WGS84,1988-10-17T03:40:00Z,1988-10-17T03:40:00Z
APSZ,SP,Arthur's Pass-Klondyke,-42.906449,171.757275,1680,,WGS84,2014-06-01T00:00:00Z,2017-01-01T00:00:00Z
APUS,SX,Arapuni Dam,-38.081802501,175.639267213,119,,WGS84,2004-08-15T00:00:00Z,2015-06-30T23:59:59Z
APZ,NZ,The Paps,-46.83180552,167.988825498,601,,WGS84,2006-05-07T00:00:00Z,9999-01-01T00:00:00Z
ARA,NZ,Arapuni,-38.071522316,175.643487302,65,,WGS84,1930-07-01T00:00:00Z,1972-10-31T00:00:00Z
ARAZ,TP,Aratiatia Landcorp Farm,-38.62769,176.12006,420,,NZGD2000,2007-05-20T23:00:00Z,9999-01-01T00:00:00Z
ARC01,XX,Ambury_Farm,-36.944801643,174.758481561,1,,WGS84,2010-01-01T00:00:00Z,2011-01-01T00:00:00Z
ARC02,XX,Ihumatao_Farm,-36.99049868,174.749585413,20,,WGS84,2010-01-01T00:00:00Z,2011-01-01T00:00:00Z
ARC03,XX,Pt_England_Farm,-36.88019889,174.874175311,20,,WGS84,2010-01-01T00:00:00Z,2011-01-01T00:00:00Z
ARC04,XX,Tiraumea_Reserve_Pakuranga,-36.921299128,174.862883524,1,,WGS84,2010-01-01T00:00:00Z,2011-01-01T00:00:00Z
ARC05,XX,Macleans_Park_Eastern_Beach,-36.880099809,174.91807537,20,,WGS84,2010-01-01T00:00:00Z,2011-01-01T00:00:00Z
ARC06,XX,Cornwall_Park_One_Tree_Hill,-36.894797781,174.784879762,100,,WGS84,2010-01-01T00:00:00Z,2011-01-01T00:00:00Z
ARC07,XX,Bayfield_Park_Herne_Bay,-36.850798171,174.730878427,20,,WGS84,2010-01-01T00:00:00Z,2011-01-01T00:00:00Z
ARC08,XX,Alan_Wood_Reserve_Owairaka,-36.897300086,174.708676455,40,,WGS84,2010-01-01T00:00:00Z,2011-01-01T00:00:00Z
ARC09,XX,Lutners_Reserve_Little_Shoal_Bay_Northcoate,-36.812799333,174.739682991,20,,WGS84,2010-01-01T00:00:00Z,2011-01-01T00:00:00Z
ARC10,XX,Fernwood_Reserve_Glendowie,-36.873297993,174.878478366,20,,WGS84,2010-01-01T00:00:00Z,2011-01-01T00:00:00Z
ARC11,XX,Kepa_Road_Bush_Reserve_Orakei,-36.862898831,174.828779936,40,,WGS84,2010-01-01T00:00:00Z,2011-01-01T00:00:00Z
ARC12,XX,Glover_Park__St_Heliers,-36.846899804,174.867675111,40,,WGS84,2010-01-01T00:00:00Z,2011-01-01T00:00:00Z
ARC13,XX,Michaels Ave_Reserve_Ellerslie,-36.892200001,174.816175921,40,,WGS84,2010-01-01T00:00:00Z,2011-01-01T00:00:00Z
ARC14,XX,Miranda_Reserve_New_Windsor,-36.897898962,174.690579314,20,,WGS84,2010-01-01T00:00:00Z,2011-01-01T00:00:00Z
ARC15,XX,Sylvan_Ave_Takapuna,-36.776196747,174.767774889,20,,WGS84,2010-01-01T00:00:00Z,2011-01-01T00:00:00Z
ARC16,XX,Nicholson_Park_Epsom,-36.887000367,174.769086757,80,,WGS84,2010-01-01T00:00:00Z,2011-01-01T00:00:00Z
ARC17,XX,Ihumatao_Farm,-36.989602213,174.750684063,20,,WGS84,2010-01-01T00:00:00Z,2011-01-01T00:00:00Z
ARC18,XX,Kawerau_Reserve_Devonport,-36.8145962,174.787687706,20,,WGS84,2010-01-01T00:00:00Z,2011-01-01T00:00:00Z
ARC19,XX,The_Domain_Premier_Park,-36.857397812,174.77358826,40,,WGS84,2010-01-01T00:00:00Z,2011-01-01T00:00:00Z
ARC20,XX,Duders_Point_Narrow_Neck,-36.817297045,174.784681678,20,,WGS84,2010-01-01T00:00:00Z,2011-01-01T00:00:00Z
ARC21,XX,Waikumete_Cemetery_Glen_Eden,-36.903399743,174.645183856,60,,WGS84,2010-01-01T00:00:00Z,2011-01-01T00:00:00Z
ARC22,XX,Powrie_Reserve_Glenfield,-36.787896509,174.718579927,60,,WGS84,2010-01-01T00:00:00Z,2011-01-01T00:00:00Z
ARC23,XX,Ihumatao_Farm,-36.991398962,174.748486764,20,,WGS84,2010-01-01T00:00:00Z,2011-01-01T00:00:00Z
ARC24,XX,Waiatarua_Reserve_Remuera,-36.884200463,174.825377109,40,,WGS84,2010-01-01T00:00:00Z,2011-01-01T00:00:00Z
ARC25,XX,Eric_Armishaw_Reserve_Pt_Chevalier,-36.869196697,174.69767484,20,,WGS84,2010-01-01T00:00:00Z,2011-01-01T00:00:00Z
ARC26,XX,Kawerau_Reserve_Devonport,-36.815496481,174.786589057,20,,WGS84,2010-01-01T00:00:00Z,2011-01-01T00:00:00Z
ARC27,XX,War_Memorial_Reserve_Mt_Wellington,-36.900501045,174.866774636,20,,WGS84,2010-01-01T00:00:00Z,2011-01-01T00:00:00Z
ARC28,XX,Kelmarna_Organic_Gardens_Ponsonby,-36.850698985,174.729779781,20,,WGS84,2010-01-01T00:00:00Z,2011-01-01T00:00:00Z
ARC29,XX,Wallker_Park_Westmere,-36.864798288,174.703274898,20,,WGS84,2010-01-01T00:00:00Z,2011-01-01T00:00:00Z
ARC30,XX,Mary_Barrett_Glade_Belmont,-36.817499246,174.792479011,20,,WGS84,2010-01-01T00:00:00Z,2011-01-01T00:00:00Z
ARC31,XX,Kings_College_Otahuhu,-36.955498435,174.840986776,20,,WGS84,2010-01-01T00:00:00Z,2011-01-01T00:00:00Z
ARC32,XX,The_Domain,-36.856398347,174.77468691,40,,WGS84,2010-01-01T00:00:00Z,2011-01-01T00:00:00Z
ARC33,XX,Botanical_Gardens_Manurewa,-37.012002878,174.907775085,60,,WGS84,2010-01-01T00:00:00Z,2011-01-01T00:00:00Z
ARC34,XX,Dingle_Reserve_Kohimarama,-36.858599657,174.856185064,20,,WGS84,2010-01-01T00:00:00Z,2011-01-01T00:00:00Z
ARC35,XX,Cornwall_Park_One_Tree_Hill,-36.893897499,174.785978412,80,,WGS84,2010-01-01T00:00:00Z,2011-01-01T00:00:00Z
ARC36,XX,Jaggers_Bush_Westmere,-36.858999883,174.718488113,20,,WGS84,2010-01-01T00:00:00Z,2011-01-01T00:00:00Z
ARC37,XX,Albert_Park,-36.85009634,174.767286333,40,,WGS84,2010-01-01T00:00:00Z,2011-01-01T00:00:00Z
ARC38,XX,Wakaaranga_Creek_Reserve,-36.89159745,174.893783047,20,,WGS84,2010-01-01T00:00:00Z,2011-01-01T00:00:00Z
ARC39,XX,Cutler_Park_New_Lynn,-36.930000167,174.677075007,40,,WGS84,2010-01-01T00:00:00Z,2011-01-01T00:00:00Z
ARC40,XX,Vermont_Reserve_Ponsonby,-36.85399878,174.740476307,40,,WGS84,2010-01-01T00:00:00Z,2011-01-01T00:00:00Z
ARC41,XX,Walker_Park_Pt_Chevalier,-36.864599919,174.703076532,20,,WGS84,2010-01-01T00:00:00Z,2011-01-01T00:00:00Z
ARCZ,SI,Arundel,-43.94705,171.17674,462,,WGS84,2014-05-13T00:00:00Z,9999-01-01T00:00:00Z
ARHZ,HB,Aropaoanui,-39.2631,176.9959,270,,WGS84,2010-03-11T00:00:00Z,9999-01-01T00:00:00Z
ARKE,XX,Arakihi,-38.389433652,178.113516279,120,,WGS84,1994-07-22T05:17:00Z,1994-12-12T23:16:00Z
ARKS,SM,Wainuiomata Arakura School,-41.242077028,174.944096424,96,,WGS84,2001-12-04T00:00:00Z,9999-01-01T00:00:00Z
ARMA,AU,Armidale,-30.4198,151.628,1130,,WGS84,2004-03-19T00:00:00Z,9999-01-01T00:00:00Z
ARPA,XX,Arthurs Pass,-42.975020128,171.578815507,702,,WGS84,1995-11-11T00:00:00Z,1996-12-31T00:00:00Z
ARPC,XX,Lake Arapuni Road,-38.150223839,175.657187182,180,,WGS84,2001-01-19T23:54:00Z,2001-07-04T07:21:00Z
ARPS,SM,Arnold River Power Station,-42.523958469,171.407865584,85,,WGS84,1999-09-23T00:00:00Z,9999-01-01T00:00:00Z
ASBS,SM,Ashburton College,-43.891867,171.7498,120,,WGS84,2025-05-19T05:36:00Z,9999-01-01T00:00:00Z
ASHS,SM,Ashley School,-43.274410412,172.595947177,47,,WGS84,2002-02-24T00:00:00Z,9999-01-01T00:00:00Z
ASHV,XX,Ash Pit Road,-38.279528094,176.462696507,360,,WGS84,1995-01-11T00:56:00Z,1995-05-28T18:20:00Z
AUC,NZ,Auckland,-36.860698355,174.777681315,79,,WGS84,1941-04-04T00:00:00Z,1994-06-12T00:00:00Z
AUCT,TG,Auckland,-36.8314371,174.7865372,0,,WGS84,2009-03-26T00:00:00Z,9999-01-01T00:00:00Z
AVAB,SB,GNS Avalon,-41.196445957,174.932866469,10,,WGS84,2007-11-05T00:00:00Z,9999-01-01T00:00:00Z
AVIO,XX,Aviemore,-44.62935,170.24124,348,,WGS84,2014-09-17T00:00:00Z,2015-04-15T00:00:00Z
AVIS,SX,Aviemore Dam,-44.655220627,170.356960606,282,,WGS84,2001-12-07T00:00:00Z,2015-06-30T23:59:59Z
AVNE,XX,Avondale,-38.682938479,177.671409903,240,,WGS84,1994-07-24T04:55:00Z,1994-12-12T02:13:00Z
AVOA,XX,Avoca River,-43.07552242,171.49211388,840,,WGS84,1994-06-22T02:04:00Z,1994-07-05T21:39:00Z
AWAC,XX,Awanui,-39.776259318,176.98239763,99,,WGS84,2001-01-14T23:52:00Z,2001-06-24T14:11:00Z
AWAZ,AK,Awhitu Peninsula,-37.06378,174.64292,103,,WGS84,2010-12-14T00:00:00Z,9999-01-01T00:00:00Z
AWKZ,RA,Awakino Point,-35.907775,173.906494,68,,WGS84,2022-12-21T02:40:00Z,9999-01-01T00:00:00Z
AWRB,SB,Awatere Bridge SH1,-41.658785,174.076946,57,,WGS84,2016-12-06T00:00:00Z,2018-08-15T00:00:00Z
AWSV,XX,Awakeri Springs,-38.036024341,176.869702296,90,,WGS84,1995-01-25T14:24:00Z,1995-06-06T00:42:00Z
AXZ,NZ,Alexandra,-45.265574429,169.331273484,260,,WGS84,1996-03-07T00:00:00Z,2004-08-31T00:00:00Z
BB0,XX,"Mount Priestley, David Glacier, Antarctica",-75.1954,161.941,589,,WGS84,2001-01-11T20:41:00Z,2004-01-21T00:00:00Z
BB1,XX,"Mount Joyce, David Glacier, Antarctica",-75.5975,160.919,1024,,WGS84,2001-01-12T14:41:00Z,2004-01-22T00:00:00Z
BB2,XX,"Hughes Bluff, David Glacier, Antarctica",-75.4007,162.21,125,,WGS84,2001-01-11T20:41:00Z,2004-01-22T00:00:00Z
BB4,XX,"Trio, David Glacier, Antarctica",-75.495,159.694,994,,WGS84,2003-11-14T00:00:00Z,2004-01-21T00:00:00Z
BBCX,XX,Breaker Bay Cliff,-41.3312558,174.8289281,124,,WGS84,2015-03-24T00:00:00Z,2016-03-10T21:00:00Z
BBE,XX,Sinclair Castle,-41.844492921,171.711822792,50,,WGS84,1991-01-30T00:00:00Z,1991-02-04T22:02:00Z
BBNN,XX,Bluff Hill,-39.487953152,176.913497795,40,,WGS84,1994-04-15T00:00:00Z,1994-05-16T15:38:00Z
BBW,WL,Black Birch,-41.710795357,173.878450904,250,,WGS84,1991-11-27T00:00:00Z,2004-03-22T00:00:00Z
BCE,XX,Braida Crags,-46.005090797,167.839748999,120,,WGS84,1989-06-05T07:12:00Z,1989-06-19T17:30:00Z
BCKZ,KI,Boat Cove,-29.2803,-177.8938,141,,WGS84,2009-05-18T00:00:00Z,9999-01-01T00:00:00Z
BCOF,XX,North of Bare Cone,-44.7949436,167.4694075,893,,NZGD2000,2007-10-17T00:00:00Z,2007-11-27T23:00:00Z
BCZ,NZ,Braida Crags,-46.005090797,167.839748999,120,,WGS84,1990-05-28T00:00:00Z,1993-07-17T00:00:00Z
BDAF,XX,Bend Point,-45.175564946,167.104544715,20,,WGS84,1993-08-15T01:00:00Z,1993-08-17T07:03:00Z
BDCS,SM,Balclutha District Council,-46.249063655,169.719372684,55,,WGS84,2002-06-10T00:00:00Z,9999-01-01T00:00:00Z
BDPF,XX,Bend Point,-45.17586496,167.106344736,3,,WGS84,1993-03-19T23:49:00Z,1993-06-25T07:28:00Z
BEAA,XX,Bealy Hotel EARSS,-43.021121373,171.610615684,620,,WGS84,1994-06-19T06:48:00Z,1994-06-20T21:26:00Z
BENS,SX,Benmore Dam,-44.562967651,170.192978969,290,,WGS84,2001-07-31T00:00:00Z,2015-06-30T23:59:59Z
BERA,XX,Bealy Hotel RATS,-43.021621383,171.609815671,620,,WGS84,1994-06-22T23:54:00Z,1994-07-03T06:44:00Z
BFZ,NZ,Birch Farm,-40.679647283,176.246245098,283,,WGS84,1996-04-03T00:00:00Z,9999-01-01T00:00:00Z
BGLC,XX,Bouguer Low,-38.304427013,175.757987847,300,,WGS84,2001-01-18T06:17:00Z,2001-07-04T07:12:00Z
BHHZ,HB,Black Hill Station,-39.489284,176.0629288,831,,WGS84,2008-06-12T00:00:00Z,9999-01-01T00:00:00Z
BHW,WL,Baring Head,-41.408230683,174.871114813,101,,WGS84,1975-11-27T00:00:00Z,9999-01-01T00:00:00Z
BKZ,NZ,Black Stump Farm,-39.165665643,176.492543736,706,,WGS84,2004-02-11T00:00:00Z,9999-01-01T00:00:00Z
BLAA,XX,Croesus Track,-42.3386,171.3996,310,,WGS84,1995-11-10T00:00:00Z,1996-04-21T23:59:59Z
BLBA,XX,Black Birch,-41.7139,173.8774,253,,WGS84,1995-11-13T00:00:00Z,1997-02-08T00:00:00Z
BLTA,XX,Blue Lookout Tarn,-43.244624745,170.787103912,1533,,WGS84,1994-01-27T08:04:00Z,1994-04-22T19:58:00Z
BLUC,XX,Bluff Hill,-39.487953152,176.913497795,54,,WGS84,2001-01-12T08:57:00Z,2001-06-26T15:50:00Z
BLW,WL,Big Hill,-41.366991126,175.474872654,340,,WGS84,1979-06-29T00:00:00Z,2004-06-08T01:00:00Z
BMTS,SM,Belmont,-41.191372,174.92603,84,,WGS84,2011-01-18T00:00:00Z,9999-01-01T00:00:00Z
BNDC,XX,Bennydale Mine,-38.520230318,175.375682403,330,,WGS84,2001-01-19T04:45:00Z,2001-02-25T00:13:00Z
BNK1,XX,Banks Peninsula,-43.74409,172.99117,537,,WGS84,2010-09-10T00:00:00Z,2011-01-08T00:00:00Z
BOWS,SM,Bowen St Turnbull House Wellington,-41.279193,174.776323,13,,WGS84,2014-03-17T00:00:00Z,9999-01-01T00:00:00Z
BPGG,XX,"Blue Pacific Motel, Gisborne",-38.669538897,178.008514084,0,,WGS84,1993-08-11T16:25:00Z,1993-08-11T16:27:00Z
BRAH,XX,Browning Range,-43.997339062,169.017376872,1250,,WGS84,2005-05-03T00:00:00Z,2005-05-18T00:00:00Z
BRIO,XX,Brighton,-45.9395,170.30144,81,,WGS84,2014-03-10T00:00:00Z,2014-10-07T00:00:00Z
BRKS,XX,Breaksea,-45.57481679,166.7410863,311,,WGS84,2009-07-16T23:05:00Z,2009-12-11T00:00:00Z
BRR,XX,Bird Road,-40.203567633,176.605991389,80,,WGS84,1990-05-14T04:17:00Z,1990-05-17T01:02:00Z
BRS,OE,Brisbane,-27.389720485,152.774988403,525,,WGS84,1937-09-01T00:00:00Z,9999-01-01T00:00:00Z
BRZ,NZ,Borland Lodge,-45.777583308,167.538746492,190,,WGS84,1979-08-22T00:00:00Z,1990-08-02T00:00:00Z
BSHR,XX,Bushy Knoll RATS,-38.658537647,177.499707878,460,,WGS84,1994-07-24T06:05:00Z,1994-12-12T02:10:00Z
