Station,Location,Latitude,Longitude,Elevation,Depth,Datum,Survey,Start Date,End Date
BKZ,20,-39.165665643,176.492543736,706,,WGS84,Internal GPS Clock,2004-02-11T02:00:00Z,2021-10-20T01:05:00Z
BKZ,21,-39.165627,176.492538,743,,WGS84,Internal GPS Clock,2021-10-22T00:32:00Z,9999-01-01T00:00:00Z
BLAA,10,-42.3386,171.3996,310,,WGS84,Unknown,1995-11-11T00:00:01Z,1996-04-21T23:59:59Z
BLTA,10,-43.244624745,170.787103912,1533,,WGS84,Unknown,1994-01-27T08:04:00Z,1994-04-22T19:58:00Z
BLUC,10,-39.487953152,176.913497795,54,,WGS84,Unknown,2001-01-12T08:57:00Z,2001-06-26T15:50:00Z
BLW,10,-41.366991126,175.474872654,340,,WGS84,Unknown,1986-09-22T00:00:00Z,1998-03-02T02:00:00Z
BLW,11,-41.366991126,175.474872654,340,,WGS84,Unknown,1995-03-10T22:00:00Z,2004-06-08T01:00:00Z
BMTS,20,-41.191372,174.92603,84,,WGS84,Unknown,2011-01-18T04:00:00Z,9999-01-01T00:00:00Z
BNDC,10,-38.520230318,175.375682403,330,,WGS84,Unknown,2001-01-19T04:46:00Z,2001-02-25T00:13:00Z
BOWS,20,-41.279193,174.776323,13,,WGS84,Topographic Map,2014-03-17T22:08:00Z,9999-01-01T00:00:00Z
BPGG,10,-38.669538897,178.008514084,0,,WGS84,Topographic Map,1993-08-11T16:25:00Z,1993-08-11T16:27:00Z
BRAH,10,-43.997339062,169.017376872,1250,,WGS84,Unknown,2005-05-03T23:29:00Z,2005-05-17T15:18:00Z
BRIO,10,-45.9395,170.30144,81,,WGS84,External GPS Device,2014-03-10T21:32:00Z,2014-10-06T00:30:00Z
BRKS,10,-45.57481679,166.7410863,311,,WGS84,External GPS Device,2009-07-16T23:51:00Z,2009-12-10T06:18:00Z
BRKS,20,-45.57481679,166.7410863,311,,WGS84,External GPS Device,2009-07-16T23:05:00Z,2009-09-14T22:42:00Z
BSWZ,10,-41.714915447,173.875740852,277,,WGS84,Internal GPS Clock,2003-12-09T00:00:00Z,9999-01-01T00:00:00Z
BSWZ,20,-41.71662,173.87559,277,,NZGD49,Internal GPS Clock,2016-11-15T06:11:00Z,9999-01-01T00:00:00Z
BSZ,10,-39.796955189,174.931372067,150,,WGS84,Unknown,1990-06-20T05:14:00Z,2003-11-27T03:07:00Z
BTWS,20,-41.389235986,173.128512822,44,,WGS84,Internal GPS Clock,2002-10-08T04:00:00Z,9999-01-01T00:00:00Z
BWHS,20,-43.480415,172.6821837,10,,WGS84,External GPS Device,2012-12-18T22:16:05Z,2015-08-27T15:30:00Z
BWHS,21,-43.481087,172.68237,7,,WGS84,Unknown,2018-02-19T03:10:00Z,9999-01-01T00:00:00Z
BWRS,20,-41.43954404,173.90511789,75,,WGS84,External GPS Device,2011-08-22T04:05:00Z,9999-01-01T00:00:00Z
BWZ,10,-44.530055858,169.883085085,490,,WGS84,Unknown,1991-02-20T11:46:00Z,2004-06-21T22:39:00Z
BYTT,10,-39.349317125,175.473700498,958,,WGS84,External GPS Device,2008-02-13T16:01:00Z,2009-01-18T00:00:01Z
CACS,20,-43.483175585,172.530015293,42,,WGS84,Internal GPS Clock,1999-09-17T23:00:00Z,2021-04-21T21:57:00Z
CAPE,10,-37.689921319,178.546423758,40,,WGS84,Unknown,1994-08-05T00:41:00Z,1994-08-25T11:41:00Z
CARD,10,-43.42511,171.94367,392,,WGS84,External GPS Device,2010-09-04T23:23:02Z,2010-09-29T23:59:00Z
CASA,10,-43.172124675,171.423912506,660,,WGS84,Topographic Map,1994-06-19T20:22:00Z,1994-08-06T11:15:00Z
CASM,10,-41.978600612,173.440644136,670,,WGS84,Unknown,1993-10-18T05:51:00Z,1994-03-11T20:39:00Z
CAW,10,-41.107194232,175.066438523,283,,WGS84,Internal GPS Clock,1986-09-22T00:00:00Z,9999-01-01T00:00:00Z
CAW,11,-41.107084233,175.067968543,283,,WGS84,External GPS Device,1995-03-10T22:00:00Z,2003-05-20T03:00:00Z
CBGS,20,-43.52934701,172.619876237,16,,WGS84,Internal GPS Clock,1999-09-27T23:00:00Z,2021-05-07T20:01:00Z
CBGS,21,-43.529257,172.619763,18,,WGS84,Internal GPS Clock,2023-02-23T03:16:00Z,9999-01-01T00:00:00Z
CBGS,22,-43.529257,172.619763,18,,WGS84,Internal GPS Clock,2023-02-23T03:16:00Z,9999-01-01T00:00:00Z
CBLB,21,-43.524868,172.584183,12,,WGS84,Topographic Map,2016-08-28T12:00:00Z,9999-01-01T00:00:00Z
CBLB,22,-43.525111,172.584718,12,,WGS84,Topographic Map,2016-08-28T12:00:00Z,9999-01-01T00:00:00Z
CBLB,23,-43.525319,172.584537,12,,WGS84,Topographic Map,2016-08-28T12:00:00Z,9999-01-01T00:00:00Z
CBLB,24,-43.525077,172.584005,12,,WGS84,Topographic Map,2016-08-28T12:00:00Z,9999-01-01T00:00:00Z
CBLB,25,-43.525139,172.584374,12,,WGS84,Topographic Map,2016-08-28T12:00:00Z,9999-01-01T00:00:00Z
CBLB,26,-43.524868,172.584183,12,,WGS84,Topographic Map,2016-08-28T12:00:00Z,9999-01-01T00:00:00Z
CBLB,27,-43.525111,172.584718,12,,WGS84,Topographic Map,2016-08-28T12:00:00Z,9999-01-01T00:00:00Z
CBLB,28,-43.525319,172.584537,12,,WGS84,Topographic Map,2016-08-28T12:00:00Z,9999-01-01T00:00:00Z
CBLB,29,-43.525077,172.584005,12,,WGS84,Topographic Map,2016-08-28T12:00:00Z,9999-01-01T00:00:00Z
CBLB,2A,-43.525139,172.584374,12,,WGS84,Topographic Map,2016-08-28T12:00:00Z,9999-01-01T00:00:00Z
CBLB,2B,-43.524868,172.584183,12,,WGS84,Topographic Map,2016-08-28T12:00:00Z,9999-01-01T00:00:00Z
CBLB,2C,-43.525111,172.584718,12,,WGS84,Topographic Map,2016-08-28T12:00:00Z,9999-01-01T00:00:00Z
CBLB,2D,-43.525319,172.584537,12,,WGS84,Topographic Map,2016-08-28T12:00:00Z,9999-01-01T00:00:00Z
CBLB,2E,-43.525077,172.584005,12,,WGS84,Topographic Map,2016-08-28T12:00:00Z,9999-01-01T00:00:00Z
CBLB,2F,-43.525139,172.584374,12,,WGS84,Topographic Map,2016-08-28T12:00:00Z,9999-01-01T00:00:00Z
CBLB,2G,-43.525492,172.584074,12,,WGS84,Topographic Map,2016-08-28T12:00:00Z,9999-01-01T00:00:00Z
CCCC,20,-43.538085,172.647427,4,,WGS84,Topographic Map,2006-08-16T04:01:00Z,9999-01-01T00:00:00Z
CCKO,10,-44.47758,170.60231,665,,WGS84,External GPS Device,2014-10-11T02:01:00Z,2015-04-11T21:00:00Z
CCMB,21,-43.521005,172.583683,12,,WGS84,Topographic Map,2019-07-25T00:00:00Z,9999-01-01T00:00:00Z
CCMB,22,-43.521236,172.583519,12,,WGS84,Topographic Map,2019-07-25T00:00:00Z,9999-01-01T00:00:00Z
CCMB,23,-43.52129,172.583652,12,,WGS84,Topographic Map,2019-07-25T00:00:00Z,9999-01-01T00:00:00Z
CCMB,24,-43.521495,172.583449,12,,WGS84,Topographic Map,2019-07-25T00:00:00Z,9999-01-01T00:00:00Z
CCMB,25,-43.521437,172.583331,12,,WGS84,Topographic Map,2019-07-25T00:00:00Z,9999-01-01T00:00:00Z
CCMB,26,-43.521377,172.583476,12,,WGS84,Topographic Map,2019-07-25T00:00:00Z,9999-01-01T00:00:00Z
CCMB,27,-43.521122,172.583694,12,,WGS84,Topographic Map,2019-07-25T00:00:00Z,9999-01-01T00:00:00Z
CCMB,28,-43.521228,172.583502,12,,WGS84,Topographic Map,2019-07-25T00:00:00Z,9999-01-01T00:00:00Z
CCMB,29,-43.521287,172.583634,12,,WGS84,Topographic Map,2019-07-25T00:00:00Z,9999-01-01T00:00:00Z
CCMB,2A,-43.521005,172.583683,12,,WGS84,Topographic Map,2019-07-25T00:00:00Z,9999-01-01T00:00:00Z
CCMB,2B,-43.52129,172.583652,12,,WGS84,Topographic Map,2019-07-25T00:00:00Z,9999-01-01T00:00:00Z
CCMB,2C,-43.521495,172.583449,12,,WGS84,Topographic Map,2019-07-25T00:00:00Z,9999-01-01T00:00:00Z
CCMB,2D,-43.52143,172.583317,12,,WGS84,Topographic Map,2019-07-25T00:00:00Z,9999-01-01T00:00:00Z
CCMB,2E,-43.521658,172.583197,12,,WGS84,Topographic Map,2019-07-25T00:00:00Z,9999-01-01T00:00:00Z
CCMB,2F,-43.521274,172.583561,12,,WGS84,Topographic Map,2019-07-25T00:00:00Z,9999-01-01T00:00:00Z
CCMB,2G,-43.521206,172.581566,12,,WGS84,Topographic Map,2019-07-25T00:00:00Z,9999-01-01T00:00:00Z
CCPS,20,-43.532237117,172.632326386,11,,WGS84,Topographic Map,1999-08-04T21:00:00Z,2001-05-24T18:15:00Z
CCW,10,-41.749097084,174.217155051,216,,WGS84,Unknown,1986-09-22T00:00:00Z,2003-06-19T13:30:00Z
CCW,11,-41.749097084,174.217155051,216,,WGS84,Unknown,1995-03-10T22:00:00Z,2004-04-13T20:00:00Z
CDZ,10,-41.093778149,172.713138922,780,,WGS84,Unknown,1989-12-02T16:12:00Z,1990-04-25T19:32:00Z
CECS,20,-42.813490547,173.274868178,69,,WGS84,Internal GPS Clock,2002-02-23T05:30:00Z,9999-01-01T00:00:00Z
CFC,10,-45.182571998,169.292273467,576,,WGS84,Unknown,1986-12-09T20:10:00Z,1996-04-28T16:55:00Z
CG1F,10,-45.616179212,167.692849588,180,,WGS84,Unknown,1993-03-21T05:10:00Z,1993-06-16T05:18:00Z
CHE,10,-45.600579999,168.079754812,490,,WGS84,Unknown,1989-06-04T06:22:00Z,1989-06-08T08:18:00Z
CHHC,20,-43.535929,172.627523,4,,WGS84,Topographic Map,2006-08-16T21:00:00Z,2013-06-03T22:00:00Z
CHIT,40,-44.024042464,-176.36747635,2,,WGS84,External GPS Device,2007-12-15T12:00:00Z,9999-01-01T00:00:00Z
CHIT,41,-44.024042464,-176.36747635,2,,WGS84,External GPS Device,2007-12-15T12:00:00Z,9999-01-01T00:00:00Z
CHST,40,-41.903007,171.434114,4,,WGS84,Topographic Map,2015-06-24T00:00:00Z,9999-01-01T00:00:00Z
CHST,41,-41.903007,171.434114,4,,WGS84,Topographic Map,2015-06-24T00:00:00Z,9999-01-01T00:00:00Z
CJHB,21,-43.523624,172.582626,12,,WGS84,Topographic Map,2019-07-19T00:00:00Z,9999-01-01T00:00:00Z
CJHB,22,-43.52378,172.582962,12,,WGS84,Topographic Map,2019-07-19T00:00:00Z,9999-01-01T00:00:00Z
CJHB,23,-43.523953,172.582817,12,,WGS84,Topographic Map,2019-07-19T00:00:00Z,9999-01-01T00:00:00Z
CJHB,24,-43.523761,172.582614,12,,WGS84,Topographic Map,2019-07-19T00:00:00Z,9999-01-01T00:00:00Z
CJHB,25,-43.523761,172.582614,12,,WGS84,Topographic Map,2019-07-19T00:00:00Z,9999-01-01T00:00:00Z
CJHB,26,-43.523597,172.582928,12,,WGS84,Topographic Map,2019-07-19T00:00:00Z,9999-01-01T00:00:00Z
CJHB,27,-43.523761,172.582614,12,,WGS84,Topographic Map,2019-07-19T00:00:00Z,9999-01-01T00:00:00Z
CJHB,28,-43.523761,172.582614,12,,WGS84,Topographic Map,2019-07-19T00:00:00Z,9999-01-01T00:00:00Z
CJHB,29,-43.523597,172.582928,12,,WGS84,Topographic Map,2019-07-19T00:00:00Z,9999-01-01T00:00:00Z
CJHB,2A,-43.52379,172.582738,12,,WGS84,Topographic Map,2019-07-19T00:00:00Z,9999-01-01T00:00:00Z
CJHB,2B,-43.523624,172.582626,12,,WGS84,Topographic Map,2019-07-19T00:00:00Z,9999-01-01T00:00:00Z
CJHB,2C,-43.52378,172.582962,12,,WGS84,Topographic Map,2019-07-19T00:00:00Z,9999-01-01T00:00:00Z
CJHB,2D,-43.523953,172.582817,12,,WGS84,Topographic Map,2019-07-19T00:00:00Z,9999-01-01T00:00:00Z
CJHB,2E,-43.523795,172.582472,12,,WGS84,Topographic Map,2019-07-19T00:00:00Z,9999-01-01T00:00:00Z
CJHB,2F,-43.52379,172.582738,12,,WGS84,Topographic Map,2019-07-19T00:00:00Z,9999-01-01T00:00:00Z
CJHB,2G,-43.523878,172.582367,12,,WGS84,Topographic Map,2019-07-19T00:00:00Z,9999-01-01T00:00:00Z
CKCJ,10,-44.094840442,168.625371224,100,,WGS84,Unknown,2001-12-10T03:28:00Z,2001-12-27T02:46:00Z
CKHZ,10,-39.658187041,177.077689233,209,,WGS84,Internal GPS Clock,2007-08-29T03:00:00Z,9999-01-01T00:00:00Z
CLAM,10,-42.075803933,173.841348822,160,,WGS84,Unknown,1993-10-18T05:51:00Z,1994-03-04T16:26:00Z
CLFO,10,-46.17639,169.56697,79,,WGS84,External GPS Device,2014-03-14T22:02:00Z,2014-09-12T00:00:00Z
CMCZ,10,-45.147570973,169.27507345,1039,,WGS84,Unknown,1986-12-09T20:10:00Z,1996-04-29T01:17:00Z
CMHS,20,-43.565617957,172.624176115,21,,WGS84,Internal GPS Clock,2001-11-08T03:00:00Z,2017-12-12T20:46:00Z
CMWS,20,-41.7490459,174.213808544,256.1,,NZGD2000,Unknown,2013-07-24T03:00:25Z,2013-11-19T10:00:00Z
CMWZ,10,-41.749017075,174.213825009,281,,WGS84,Internal GPS Clock,2003-12-10T19:00:02Z,9999-01-01T00:00:00Z
CMWZ,20,-41.749017,174.213825,233,,WGS84,Topographic Map,2013-07-24T03:00:10Z,9999-01-01T00:00:00Z
CNGZ,10,-38.483715664,178.207467126,179,,WGS84,Internal GPS Clock,2006-07-21T23:00:01Z,9999-01-01T00:00:00Z
CNZ,10,-39.198244208,175.547981982,1116,,WGS84,Unknown,1990-04-12T02:00:00Z,2006-01-04T07:00:00Z
CNZ,11,-39.198244208,175.547981982,1116,,WGS84,Unknown,1994-05-16T19:00:00Z,2000-12-02T13:00:00Z
CNZ,12,-39.198244208,175.547981982,1116,,WGS84,Unknown,1996-08-17T04:00:00Z,2000-11-28T19:00:00Z
COHF,10,-45.14706367,166.956242961,20,,WGS84,Topographic Map,2003-08-24T01:47:00Z,2003-09-15T15:11:00Z
COLD,20,-43.6005,172.10262,122,,WGS84,External GPS Device,2010-09-06T00:00:02Z,2012-10-31T00:00:00Z
CONM,10,-42.619515994,173.375640379,90,,WGS84,Unknown,1993-10-22T23:39:00Z,1994-03-11T13:07:00Z
CONO,10,-46.05323,169.2112,167,,WGS84,External GPS Device,2014-03-16T20:20:00Z,2014-09-12T00:00:00Z
COVZ,10,-39.199914229,175.542401907,1133,,WGS84,External GPS Device,2009-11-01T23:31:00Z,2024-09-23T21:29:00Z
COVZ,11,-39.1999230,175.5422960,1133,,WGS84,External GPS Device,2024-09-25T02:17:00Z,9999-01-01T00:00:00Z
COVZ,20,-39.199914229,175.542401907,1133,,WGS84,External GPS Device,2023-11-02T00:59:00Z,9999-01-01T00:00:00Z
COVZ,30,-39.199914229,175.542401907,1133,,WGS84,Internal GPS Clock,2007-03-09T00:01:00Z,9999-01-01T00:00:00Z
COVZ,31,-39.199914229,175.542401907,1133,,WGS84,Internal GPS Clock,2014-04-01T23:40:00Z,2015-02-23T00:00:00Z
COVZ,32,-39.199914229,175.542401907,1133,,WGS84,Internal GPS Clock,1998-03-25T22:51:00Z,2000-11-28T18:46:00Z
COVZ,90,-39.199914229,175.542401907,1133,,WGS84,External GPS Device,2009-11-15T01:00:00Z,2013-05-24T00:00:00Z
CPE,10,-41.61159639,175.291469329,20,,WGS84,Unknown,1990-10-05T11:52:00Z,1990-10-07T19:26:00Z
CPFS,20,-40.898762125,176.220963947,9,,WGS84,Internal GPS Clock,2002-01-16T01:00:00Z,2019-08-30T00:00:00Z
CPFS,21,-40.898735,176.2209,9,,WGS84,Topographic Map,2019-08-30T01:00:00Z,9999-01-01T00:00:00Z
CPIB,21,-43.537115,172.643386,5,,WGS84,Topographic Map,2012-05-15T00:00:00Z,9999-01-01T00:00:00Z
CPIB,22,-43.537175,172.643104,5,,WGS84,Topographic Map,2012-05-15T00:00:00Z,9999-01-01T00:00:00Z
CPIB,23,-43.537115,172.643386,5,,WGS84,Topographic Map,2012-05-15T00:00:00Z,9999-01-01T00:00:00Z
CPIB,24,-43.537175,172.643104,5,,WGS84,Topographic Map,2012-05-15T00:00:00Z,9999-01-01T00:00:00Z
CPIB,25,-43.53719,172.643388,5,,WGS84,Topographic Map,2012-05-15T00:00:00Z,9999-01-01T00:00:00Z
CPIB,26,-43.537179,172.643386,5,,WGS84,Topographic Map,2012-05-15T00:00:00Z,9999-01-01T00:00:00Z
CPIB,27,-43.537115,172.643386,5,,WGS84,Topographic Map,2012-05-15T00:00:00Z,9999-01-01T00:00:00Z
CPIB,28,-43.537175,172.643104,5,,WGS84,Topographic Map,2012-05-15T00:00:00Z,9999-01-01T00:00:00Z
CPIB,29,-43.53719,172.643388,5,,WGS84,Topographic Map,2012-05-15T00:00:00Z,9999-01-01T00:00:00Z
CPIB,2A,-43.537115,172.643386,5,,WGS84,Topographic Map,2012-05-15T00:00:00Z,9999-01-01T00:00:00Z
CPIB,2B,-43.537175,172.643104,5,,WGS84,Topographic Map,2012-05-15T00:00:00Z,9999-01-01T00:00:00Z
CPIB,2C,-43.537179,172.643386,5,,WGS84,Topographic Map,2012-05-15T00:00:00Z,9999-01-01T00:00:00Z
CPIB,2D,-43.537115,172.643386,5,,WGS84,Topographic Map,2012-05-15T00:00:00Z,9999-01-01T00:00:00Z
CPIB,2E,-43.537175,172.643104,5,,WGS84,Topographic Map,2012-05-15T00:00:00Z,9999-01-01T00:00:00Z
CPIB,2F,-43.537194,172.6431,5,,WGS84,Topographic Map,2012-05-15T00:01:00Z,9999-01-01T00:00:00Z
CPIB,2G,-43.537155,172.643968,5,,WGS84,Topographic Map,2012-05-15T00:00:00Z,9999-01-01T00:00:00Z
CPIT,40,-40.89929,176.2316763,0,,NZGD2000,External GPS Device,2009-09-16T03:00:00Z,9999-01-01T00:00:00Z
CPIT,41,-40.89929,176.2316763,0,,NZGD2000,External GPS Device,2009-09-16T03:00:00Z,9999-01-01T00:00:00Z
CPLB,21,-41.27883433,174.7820993,2.5,,NZGD2000,External GPS Device,2009-04-15T00:00:03Z,2019-01-19T21:00:00Z
CPLB,22,-41.27925175,174.7822111,2.5,,NZGD2000,External GPS Device,2010-07-01T00:00:03Z,2019-01-19T21:00:00Z
CPLB,23,-41.27956784,174.7818333,2.5,,NZGD2000,External GPS Device,2009-04-15T00:00:03Z,2019-01-19T21:00:00Z
CPLB,24,-41.27956784,174.7818333,2.5,,NZGD2000,External GPS Device,2009-04-15T00:00:03Z,2019-01-19T21:00:00Z
CPLB,25,-41.27956784,174.7818333,2.5,,NZGD2000,External GPS Device,2009-04-15T00:00:03Z,2019-01-19T21:00:00Z
CPLB,26,-41.27956784,174.7818333,2.5,,NZGD2000,External GPS Device,2009-04-15T00:00:03Z,2019-01-19T21:00:00Z
CPLB,27,-41.27950321,174.7818981,2.5,,NZGD2000,External GPS Device,2009-04-15T00:00:03Z,2019-01-19T21:00:00Z
CPLB,28,-41.27956784,174.7818333,2.5,,NZGD2000,External GPS Device,2009-04-15T00:00:03Z,2019-01-19T21:00:00Z
CPLB,29,-41.27941379,174.7815635,2.5,,NZGD2000,External GPS Device,2009-04-15T00:00:03Z,2019-01-19T21:00:00Z
CPLB,2A,-41.27950321,174.7818981,2.5,,NZGD2000,External GPS Device,2009-04-15T00:00:03Z,2019-01-19T21:00:00Z
CPLB,2B,-41.27969993,174.7820645,2.5,,NZGD2000,External GPS Device,2009-04-15T00:00:03Z,2019-01-19T21:00:00Z
CPLB,2C,-41.27931493,174.7821477,2.5,,NZGD2000,External GPS Device,2009-04-15T00:00:03Z,2019-01-19T21:00:00Z
CPLB,2D,-41.27918831,174.7826993,2.5,,NZGD2000,External GPS Device,2009-04-15T00:00:03Z,2019-01-19T21:00:00Z
CPLB,2E,-41.27931493,174.7821477,2.5,,NZGD2000,External GPS Device,2009-04-15T00:00:03Z,2019-01-19T21:00:00Z
CPLB,2F,-41.27950321,174.7818981,2.5,,NZGD2000,External GPS Device,2009-04-15T00:00:03Z,2019-01-19T21:00:00Z
CPLB,2G,-41.27958579,174.7818152,2.5,,NZGD2000,External GPS Device,2009-04-15T00:00:03Z,2011-01-01T00:00:00Z
CPWZ,10,-40.9098,176.2016,181,,NZGD2000,Internal GPS Clock,2009-07-07T01:00:00Z,9999-01-01T00:00:00Z
CPWZ,20,-40.9098,176.2016,181,,NZGD2000,Internal GPS Clock,2023-02-10T02:04:00Z,9999-01-01T00:00:00Z
CPXB,21,-43.52201,172.582365,12,,WGS84,Topographic Map,2010-05-01T00:00:02Z,9999-01-01T00:00:00Z
CPXB,22,-43.521853,172.582618,12,,WGS84,Topographic Map,2010-05-01T00:00:02Z,9999-01-01T00:00:00Z
CPXB,23,-43.52225,172.582272,12,,WGS84,Topographic Map,2010-05-01T00:00:02Z,9999-01-01T00:00:00Z
CPXB,24,-43.522077,172.582524,12,,WGS84,Topographic Map,2010-05-01T00:00:02Z,9999-01-01T00:00:00Z
CPXB,25,-43.521853,172.582618,12,,WGS84,Topographic Map,2010-05-01T00:00:02Z,9999-01-01T00:00:00Z
CPXB,26,-43.52225,172.582272,12,,WGS84,Topographic Map,2010-05-01T00:00:02Z,9999-01-01T00:00:00Z
CPXB,27,-43.522077,172.582524,12,,WGS84,Topographic Map,2010-05-01T00:00:02Z,9999-01-01T00:00:00Z
CPXB,28,-43.52201,172.582365,12,,WGS84,Topographic Map,2010-05-01T00:00:02Z,9999-01-01T00:00:00Z
CPXB,29,-43.521853,172.582618,12,,WGS84,Topographic Map,2010-05-01T00:00:02Z,9999-01-01T00:00:00Z
CPXB,2A,-43.52225,172.582272,12,,WGS84,Topographic Map,2010-05-01T00:00:02Z,9999-01-01T00:00:00Z
CREC,10,-39.796059402,176.824895598,122,,WGS84,Unknown,2001-01-09T11:09:00Z,2001-06-24T11:39:00Z
CRLZ,10,-43.574748191,172.623226057,55,,WGS84,Internal GPS Clock,1996-02-22T22:00:00Z,2014-01-09T00:00:00Z
CRLZ,20,-43.574748191,172.623226057,55,,WGS84,Internal GPS Clock,2003-03-12T00:00:00Z,2014-01-09T00:00:00Z
CRSZ,10,-42.14457,173.8154,930.3,,WGS84,Internal GPS Clock,2015-11-15T05:25:00Z,9999-01-01T00:00:00Z
CRSZ,20,-42.14457,173.8154,930.3,,WGS84,Internal GPS Clock,2015-11-15T05:25:00Z,9999-01-01T00:00:00Z
CS1A,10,-43.225826845,171.719816058,785,,WGS84,Unknown,1995-11-09T00:00:01Z,1995-12-08T23:59:59Z
CS2A,10,-43.2257,171.7197,792,,WGS84,Unknown,1996-01-08T00:00:01Z,1996-03-04T23:59:59Z
CS2F,10,-45.051361407,167.074845134,20,,WGS84,Topographic Map,2003-09-25T01:21:00Z,2004-04-28T06:04:00Z
CSBF,20,-45.293067449,166.869340865,9,,WGS84,Topographic Map,2003-08-25T01:00:00Z,2003-09-08T07:35:00Z
CSCP,10,-41.7497,174.02863,329,,WGS84,External GPS Device,2013-07-23T00:00:10Z,2013-11-19T10:00:00Z
CSCS,20,-41.7497,174.02863,329,,WGS84,External GPS Device,2013-07-23T00:00:10Z,2013-11-19T10:00:00Z
CSCV,10,-39.278745997,175.613482487,1690,,WGS84,Unknown,1995-10-21T02:28:00Z,1995-12-25T17:16:00Z
CSHS,20,-43.226526873,171.723556103,731,,WGS84,Internal GPS Clock,2001-11-10T03:00:00Z,9999-01-01T00:00:00Z
CSKK,10,-41.955793,173.981639,324,,WGS84,Topographic Map,2013-07-24T00:00:20Z,2013-11-19T10:00:00Z
CSOY,10,-41.3113,174.10864,245,,NZGD49,External GPS Device,2013-07-23T03:00:25Z,2013-11-19T10:00:00Z
CSSR,10,-41.6058,173.83516,374,,WGS84,External GPS Device,2013-07-23T22:42:10Z,2013-11-19T10:00:00Z
CSTC,20,-43.312290815,172.381334202,132,,WGS84,Internal GPS Clock,2004-11-25T00:00:00Z,9999-01-01T00:00:00Z
CSWB,10,-41.57143,174.12668,268,,WGS84,External GPS Device,2013-07-23T05:20:10Z,2013-11-19T10:00:00Z
CSWC,10,-41.57146,174.12672,269,,WGS84,Internal GPS Clock,2013-07-24T05:05:00Z,2013-11-19T10:00:00Z
CSWS,20,-41.57143,174.12668,268,,WGS84,External GPS Device,2013-07-23T05:20:10Z,2013-11-19T10:00:00Z
CTND,10,-43.47686,172.21852,170,,WGS84,External GPS Device,2010-09-05T01:35:02Z,2010-09-29T23:00:00Z
CTPS,20,-41.278513,174.785939,5,,WGS84,Internal GPS Clock,2024-09-23T00:00:00Z,9999-01-01T00:00:00Z
CTPS,21,-41.278513,174.785939,5,,WGS84,Internal GPS Clock,2024-09-23T00:00:00Z,9999-01-01T00:00:00Z
CTZ,10,-43.73549,-176.61719,99,,WGS84,External GPS Device,2007-12-15T07:00:00Z,9999-01-01T00:00:00Z
CTZ,20,-43.73549,-176.61719,99,,WGS84,External GPS Device,2007-12-15T07:00:00Z,2023-12-19T21:02:00Z
CTZ,21,-43.735500,-176.617155,88,,WGS84,Internal GPS Clock,2023-12-20T02:14:00Z,9999-01-01T00:00:00Z
CUBS,20,-41.295463,174.774381,17,,WGS84,Topographic Map,2011-09-15T04:00:00Z,2015-10-16T00:00:00Z
CULC,20,-42.759437995,172.802602336,206,,WGS84,External GPS Device,2005-11-15T01:00:00Z,9999-01-01T00:00:00Z
CVZ,10,-44.38309,171.0061,454,,WGS84,External GPS Device,2014-05-16T00:00:15Z,9999-01-01T00:00:00Z
CVZ,20,-44.38318,171.00616,495,,WGS84,Topographic Map,2014-05-16T00:00:20Z,9999-01-01T00:00:00Z
CWHB,21,-43.533574,172.624314,5,,WGS84,Topographic Map,2019-06-17T00:00:00Z,9999-01-01T00:00:00Z
CWHB,22,-43.533574,172.624314,5,,WGS84,Topographic Map,2019-06-17T00:00:00Z,9999-01-01T00:00:00Z
CWHB,23,-43.533706,172.624131,5,,WGS84,Topographic Map,2019-06-17T00:00:00Z,9999-01-01T00:00:00Z
CWHB,24,-43.533706,172.624131,5,,WGS84,Topographic Map,2019-06-17T00:00:00Z,9999-01-01T00:00:00Z
CWHB,25,-43.534047,172.624617,5,,WGS84,Topographic Map,2019-06-17T00:00:00Z,9999-01-01T00:00:00Z
CWHB,26,-43.534047,172.624617,5,,WGS84,Topographic Map,2019-06-17T00:00:00Z,9999-01-01T00:00:00Z
CWHB,27,-43.533861,172.62473,5,,WGS84,Topographic Map,2019-06-17T00:00:00Z,9999-01-01T00:00:00Z
CWHB,28,-43.533905,172.624471,5,,WGS84,Topographic Map,2019-06-17T00:00:00Z,9999-01-01T00:00:00Z
CWHB,29,-43.533905,172.624471,5,,WGS84,Topographic Map,2019-06-17T00:00:00Z,9999-01-01T00:00:00Z
CWHB,2A,-43.533706,172.624131,5,,WGS84,Topographic Map,2019-06-17T00:00:00Z,9999-01-01T00:00:00Z
CWHB,2B,-43.534047,172.624617,5,,WGS84,Topographic Map,2019-06-17T00:00:00Z,9999-01-01T00:00:00Z
CWHB,2C,-43.533929,172.62464,5,,WGS84,Topographic Map,2019-06-17T00:00:00Z,9999-01-01T00:00:00Z
CWHB,2D,-43.533697,172.624291,5,,WGS84,Topographic Map,2019-06-17T00:00:00Z,9999-01-01T00:00:00Z
D01C,20,-43.67513,172.31752,35,,WGS84,External GPS Device,2010-09-11T05:40:00Z,2010-11-04T03:00:00Z
D03C,20,-43.621629476,172.650856187,0,,WGS84,External GPS Device,2010-09-11T01:01:00Z,2011-02-21T20:00:00Z
D04C,20,-43.51198,172.67323,12,,WGS84,External GPS Device,2010-09-10T21:35:00Z,2012-01-09T00:00:00Z
